Name,City,Region,Property Type,Size(sqft),Bedrooms,Bathrooms,Price,Size_Category
750 Sq Ft Flat With 2 Bedrooms Is Up For Rent In Mohammadpur,Mohammadpur,Dhaka,Apartment,750,2,2,13000,501-1000
"A Flat Can Be Found In Bashundhara For Rent, Near Ebenzer International School",Bashundhara R-A,Dhaka,Apartment,2000,3,4,37000,1501-2000
"Grab This 1150 Square Feet Apartment For Rent In Mohammadpur, Japan Garden City",Mohammadpur,Dhaka,Apartment,1150,3,2,40000,1001-1500
"In The Beautiful Neighborhood In Molla Para, A Residential Place Is Up For Rent.",Mirpur,Dhaka,Apartment,1000,3,2,13000,501-1000
"If You Are Planning To Move To A Suitable Place, This 1151 Sq Ft Flat Available For Rent At Gupipara Road, Uttar Badda",Badda,Dhaka,Apartment,1151,3,3,30000,1001-1500
Take A Look To An Impressive Flat Of 2200 Sq Ft For Rent Located At Gulshan 2,Gulshan,Dhaka,Apartment,2200,3,3,105000,2001-2500
Let Us Serve You With This 2200 Square Feet Apartment For Rent In Gulshan 1,Gulshan,Dhaka,Apartment,2200,3,3,150000,2001-2500
To Get A Trouble Free Life You Can Take Rent This 2450 Sq Ft Full Furnished House In Bashundhara R-A,Bashundhara R-A,Dhaka,Apartment,2450,3,3,125000,2001-2500
A Flat For Residential Purpose In The Hub Of Mirpur 10 With 900 Sq Ft Is Up For Rent.,Mirpur,Dhaka,Apartment,900,3,2,20000,501-1000
Here Is A Moderate Residence Of 1300 Sq Ft Waiting For Rent At Mirpur Near To Mirpur Holy Crescent Hospital (pvt. ) Ltd.,Mirpur,Dhaka,Apartment,1300,3,3,19000,1001-1500
We Have A Ready Flat For Rent In Bashundhara R-a Nearby North South University,Bashundhara R-A,Dhaka,Apartment,1680,4,4,50000,1501-2000
Check This 2250 Sq Ft Apartment For Rent At Gulshan Nearby Banani Catholic Church.,Gulshan,Dhaka,Apartment,2250,3,3,90000,2001-2500
A 900 Sq Ft Residential Apartment Is Ready For Rent At Mohammadpur Area Close To Brac Bank,Mohammadpur,Dhaka,Apartment,900,2,2,16000,501-1000
"Be The Resident Of A 1827 Sq Ft Residential Flat Waiting To Get Rented At Shahjadpur, Badda",Badda,Dhaka,Apartment,1827,3,3,35000,1501-2000
"Available For Rental Purpose, This 1827 Sq Ft Apartment In Shahjadpur, Badda",Badda,Dhaka,Apartment,1827,3,3,35000,1501-2000
A Nicely Constructed Apartment Of 1200 Sq Ft Is Available Right Now For Rent In West Dhanmondi And Shangkar,Dhanmondi,Dhaka,Apartment,1200,3,3,25000,1001-1500
Ready Apartment Of 1400 Sq Ft Is Now Available To Rent In West Rampura,Rampura,Dhaka,Apartment,1400,3,3,22000,1001-1500
1600 Square Feet Apartment Is Up For Rent In A Friendly Neighborhood Of Aftab Nagar,Aftab Nagar,Dhaka,Apartment,1600,3,3,30000,1501-2000
2900 Sq Ft Modern Flat With 4 Bedrooms For Rent In Gulshan 2,Gulshan,Dhaka,Apartment,2900,4,5,150000,2501-3000
"Grab This Nice 2200 Sq Ft Rental Home In Bashundhara R-A, To Fulfill Your Demand",Bashundhara R-A,Dhaka,Apartment,2200,3,4,40000,2001-2500
"We Are Offering You A Very Spacious 3200 Sq Ft Duplex Furnished Apartment For Rent In Block G, Bashundhara R/A",Bashundhara R-A,Dhaka,Residence,3200,4,5,100000,3001-3500
"1350 Sq Ft Nicely Planned Apartment Is Available For Rent In Kunjobon Road, East Rampura",Rampura,Dhaka,Apartment,1350,3,3,22000,1001-1500
For Rental Purpose Nice 1510 Sq Ft Flat Is Now Up To Rent In Mirpur,Mirpur,Dhaka,Apartment,1510,3,4,25000,1501-2000
Smoothen Up Your Lifestyle By Renting This 1240 Sq Ft Apartment In Mirpur-13,Mirpur,Dhaka,Apartment,1240,3,3,27000,1001-1500
Get Ready For Your Countless Peaceful Days By Renting This 1200 Sq Ft Flat At Uttara 9 .,Uttara,Dhaka,Apartment,1200,3,3,50000,1001-1500
Grab The Deal Of Renting This 800 Sq Feet Residential Apartment In Shyamoli Housing 2nd Project,Adabor,Dhaka,Apartment,800,2,2,12000,501-1000
"This Vacant Apartment Of 2500 Sq Ft Situated In Bashundhara R-a, Is Up For rent",Bashundhara R-A,Dhaka,Apartment,2500,4,4,30000,2001-2500
1300 Sq Ft Flat Is Ready For Rent In Chandrima Model Town,Mohammadpur,Dhaka,Apartment,1300,3,3,20000,1001-1500
Offering You Nice 800 Sq Ft Apartment To Rent In Mohammadpur,Mohammadpur,Dhaka,Apartment,800,2,2,15000,501-1000
Incredible Apartment Is Available For Rent In Gulshan 2 Nearby Pink City Shopping Mall,Gulshan,Dhaka,Apartment,2780,4,4,160000,2501-3000
2000 Sq Ft Flat For Rent In Baridhara Near Philippine Embassy In Bangladesh,Baridhara,Dhaka,Apartment,2000,3,4,45000,1501-2000
"In Gulshan 2, Three Bedrooms Apartment Can Be Found For Rent Near Gulshan Society Jame Mosjid",Gulshan,Dhaka,Apartment,2300,3,3,85000,2001-2500
"Meet With A Fascinating 1500 Sq Ft Ready Flat For Rent In Block C, Lalmatia",Lalmatia,Dhaka,Apartment,1500,3,3,40000,1001-1500
Remarkable Semi Furnished Flat Of 3700 Sq Ft Is Up For Rent In Gulshan 1,Gulshan,Dhaka,Apartment,3700,3,4,280000,3501-4000
Great Location! Check Out This 3700 Sq Ft Semi Furnished Flat For Rent In Gulshan 1,Gulshan,Dhaka,Apartment,3700,3,4,280000,3501-4000
"When Location, And Convenience Is Your Priority This Rental Semi Furnished Flat Of 3700 Sq Ft Is For You At Gulshan 1",Gulshan,Dhaka,Apartment,3700,3,4,280000,3501-4000
An Semi Furnished Apartments Of 3700 Sq Ft Is Available For Rent In The Most Prime Location Of Gulshan 1,Gulshan,Dhaka,Apartment,3700,3,4,280000,3501-4000
"If You Are Planning To Move To A Suitable Place, This 950 Sq Ft Flat Available For Rent At Sector 12, Uttara Is Appropriate For You.",Uttara,Dhaka,Apartment,950,2,2,20000,501-1000
Find 600 Sq Ft Nice Apartment Available To Rent In Mirpur,Mirpur,Dhaka,Apartment,600,1,1,12000,501-1000
A 850 Sq Ft Cozy Flat Is Now Ready For Rent In 10 No. North Kattali Ward,10 No. North Kattali Ward,Chattogram,Apartment,850,2,2,16000,501-1000
Properly-constructed 1250 Sq Ft Flat Is Now Offering To You In West Khulshi For Rent,9 No. North Pahartali Ward,Chattogram,Apartment,1250,3,3,20000,1001-1500
Offering You 1250 Sq Ft Well-constructed Flat To Rent In 9 No. North Pahartali Ward,9 No. North Pahartali Ward,Chattogram,Apartment,1250,3,3,20000,1001-1500
Nice 1350 Sq Ft Apartment Is Available To Rent In Nasirabad,Bayazid,Chattogram,Apartment,1350,3,3,18000,1001-1500
"1350 Sq Ft Amazing Flat Is Up For Rent At Bayazid, Nasirabad",Bayazid,Chattogram,Apartment,1350,3,3,18000,1001-1500
Ready 1350 Sq Ft Beautiful Apartment Is Now To Rent In Nasirabad,Bayazid,Chattogram,Apartment,1350,3,3,18000,1001-1500
1350 Sq Ft Nice Apartment Is Now Vacant To Rent In Nasirabad,Bayazid,Chattogram,Apartment,1350,3,3,17000,1001-1500
For Rental Purpose 1350 Sq Ft Apartment Is Now Up To Rent In Nasirabad,Bayazid,Chattogram,Apartment,1350,3,3,17000,1001-1500
"Smartly priced 1250 SQ FT flat, that you should check in West Khulshi",9 No. North Pahartali Ward,Chattogram,Apartment,1250,3,3,20000,1001-1500
Properly designed this 1250 SQ Ft apartment is now up for rent in West Khulshi,9 No. North Pahartali Ward,Chattogram,Apartment,1250,3,3,20000,1001-1500
"Built with modern amenities, check this flat for rent which is 1250 SQ FT in West Khulshi",9 No. North Pahartali Ward,Chattogram,Apartment,1250,3,3,20000,1001-1500
Tastefully Designed This 800 Sq Ft Flat Is Now Vacant For Rent In South Agrabad,Double Mooring,Chattogram,Apartment,800,2,2,12000,501-1000
In Uttar Kattali This Flat Is Up For Rent Which Is 850 Sq Ft,10 No. North Kattali Ward,Chattogram,Apartment,850,2,2,12000,501-1000
1150 Sq Ft Residential Apartment For Rent In Uttar Kattali,10 No. North Kattali Ward,Chattogram,Apartment,1150,3,3,16000,1001-1500
In Uttar Kattali This Apartment Is Up For Rent Which Is 1150 Sq Ft,10 No. North Kattali Ward,Chattogram,Apartment,1150,3,3,16000,1001-1500
"Built With Modern Amenities, Check This Flat For Rent Which Is 850 Sq Ft In Uttar Kattali",10 No. North Kattali Ward,Chattogram,Apartment,850,2,2,12000,501-1000
"Now You Can Afford To Dwell Well, Check This 850 Sq Ft Flat In Uttar Kattali",10 No. North Kattali Ward,Chattogram,Apartment,850,2,2,12000,501-1000
View This 850 Sq Ft Flat For Rent In Uttar Kattali,10 No. North Kattali Ward,Chattogram,Apartment,850,2,2,12000,501-1000
Grab This 1589 Square Feet Apartment For Rent In Maghbazar,Maghbazar,Dhaka,Apartment,1589,3,3,35000,1501-2000
We Are Assisting You To Rent This 1589 Square Feet Apartment In Maghbazar,Maghbazar,Dhaka,Apartment,1589,3,3,35000,1501-2000
"Checkout This 1784 Square Feet Apartment For Rent In Maghbazar, Outer Circular Road",Maghbazar,Dhaka,Apartment,1784,3,4,37000,1501-2000
View This 1150 Sq Ft Flat For Rent In Uttar Kattali Colonel Jones Road,10 No. North Kattali Ward,Chattogram,Apartment,1150,3,3,15000,1001-1500
Pursue This 1600 Sq Ft Apartment For Rent At South Khulshi,Khulshi,Chattogram,Apartment,1600,3,3,31000,1501-2000
1250 Sq Ft Flat For Rent In 9 No. North Pahartali Ward,9 No. North Pahartali Ward,Chattogram,Apartment,1250,3,3,20000,1001-1500
"Get A Look At This Lovely Flat For Rent Featuring 4000 Sq Ft In Bashundhara R-a, Block I",Bashundhara R-A,Dhaka,Apartment,4000,5,4,140000,3501-4000
"To Live A Secure Life You Can Take This 2300 Sq Ft Flat For Rent At West Rampura, Mohanagar Housing",Rampura,Dhaka,Apartment,2300,5,5,40000,2001-2500
This 3200 Sq ft apartment is up for rent at South Khulshi,Khulshi,Chattogram,Apartment,3200,4,4,70000,3001-3500
"Well Organized Flat Of 1200 Sq Ft Is Now Vacant For Rent In Nasirabad, 15 No. Bagmoniram Ward",15 No. Bagmoniram Ward,Chattogram,Apartment,1200,3,3,33000,1001-1500
Get ready to rent this ideally maintained 1250 sq ft apartment located in West Khulshi,9 No. North Pahartali Ward,Chattogram,Apartment,1250,3,3,20000,1001-1500
"Make This 1250 Sq Feet Nice Flat Yours, By Renting It In West Khulshi, Jalalabad Housing Society.",9 No. North Pahartali Ward,Chattogram,Apartment,1250,3,3,20000,1001-1500
View This 1250 Sq Ft Flat For Rent In 9 No. North Pahartali Ward,9 No. North Pahartali Ward,Chattogram,Apartment,1250,3,3,20000,1001-1500
2700 Sq Ft Beautiful Flat For Rent In Gulshan 1,Gulshan,Dhaka,Apartment,2700,4,4,120000,2501-3000
"Nice 2197 Sq Ft Home Is Available To Rent In Uttara, Sector 7",Uttara,Dhaka,Apartment,2197,3,4,60000,2001-2500
This 2200 Sq Ft Apartment With 3 Bedrooms Is For Rent At North Khulshi,Khulshi,Chattogram,Apartment,2200,3,4,50000,2001-2500
This 2800 Sq Ft Apartment Is For Rent At North Khulshi,Khulshi,Chattogram,Apartment,2800,4,4,130000,2501-3000
"Take This Nice 2000 Sq Ft Rental Apartment In North Khulshi, To Fulfill Your Wish",Khulshi,Chattogram,Apartment,2000,3,2,70000,1501-2000
850 Sq Ft Flat With 2 Bedrooms For Rent In 12 No. Sarai Para Ward,Double Mooring,Chattogram,Apartment,850,2,2,12000,501-1000
Rent This Nicely Built 1450 Sq Ft Flat Available In Bashundhara R-a,Bashundhara R-A,Dhaka,Apartment,1450,3,3,28000,1001-1500
"Pick This 1450 Sq Ft Flat Available For Rent In Bashundhara R-a, Block K",Bashundhara R-A,Dhaka,Apartment,1450,3,3,28000,1001-1500
This 2800 Sq Ft Apartment With 4 Bedrooms For Rent At North Khulshi,Khulshi,Chattogram,Apartment,2800,4,4,130000,2501-3000
1250 Sq. Ft. Flat For Rent Covering A Beautiful Area In Gawair Nearby Baitun Najat Jame Mosjid.,Dakshin Khan,Dhaka,Apartment,1250,3,2,16000,1001-1500
Establish Your Peace In This Nice 2000 Sq Feet Apartment For Rent At Begum Rokeya Avenue-Mirpur .,Mirpur,Dhaka,Apartment,2000,3,3,27000,1501-2000
"Checkout This Brand New Flat Of 2300 Sq Ft Up For Rent In Bashundhara R/a, Block D",Bashundhara R-A,Dhaka,Apartment,2300,4,4,50000,2001-2500
Ensure A Luxurious And Comfy Lifestyle In This 2300 Sq Ft Apartment For Rent In Bashundhara,Bashundhara R-A,Dhaka,Apartment,2300,4,4,50000,2001-2500
Reside Peacefully In This Unique 1800 Sq Ft Flat For Rent In Banasree » Block D,Banasree,Dhaka,Apartment,1800,3,3,55000,1501-2000
"This Ample 2595 Sq Ft Apartment Is Up For Rent In Sonargaon Janapath, Uttara-12",Uttara,Dhaka,Apartment,2595,3,3,60000,2501-3000
Get comfortable in a 800 SQ FT flat for rent in Mohammadpur,Mohammadpur,Dhaka,Apartment,800,2,2,13500,501-1000
"Take A Quick Look At This 1400 Sq Ft Flat For Rent In Zakir Hossain Housing Society, South Khulshi",Khulshi,Chattogram,Apartment,1400,3,3,30000,1001-1500
Take Rent This Attractive And Comfortable Flat Of 1400 Sq Ft In A Safe Area Of Zakir Hossain Housing Society,Khulshi,Chattogram,Apartment,1400,3,3,30000,1001-1500
Tastefully Designed This 2170 Sq. Ft Apartment Is Now Vacant For Rent In Sonargaon Janapath-Uttara .,Uttara,Dhaka,Apartment,2170,4,4,90000,2001-2500
This 1300 Sq Ft Flat Is Now Vacant For Rent In Banasree Staff Quarter Demra Link Road,Banasree,Dhaka,Apartment,1300,3,3,22000,1001-1500
Reside Conveniently In This Well-constructed 1300 Sq Ft Flat For Rent In South Banasree Project,Banasree,Dhaka,Apartment,1300,3,3,22000,1001-1500
An Apartment Of 2145 Sq Ft Is Ready For Rent At Uttara-7,Uttara,Dhaka,Apartment,2145,2,3,80000,2001-2500
An Abundant Flat Of 3200 Sq Ft Is Available For Your Living Access In Baridhara-12,Baridhara,Dhaka,Apartment,3200,4,4,160000,3001-3500
"Positioned at Double Mooring, 900 SQ FT residential flat is quite accessible for owning",Double Mooring,Chattogram,Apartment,900,1,1,10000,501-1000
Fabulous 3 Bedroom Apartment For Rent In Baridhara,Baridhara,Dhaka,Apartment,3850,3,3,350000,3501-4000
A Delightful Apartment Of 1793 Sq Ft Is Ready To Rent In A Great Location Of Uttara Sector 7.,Uttara,Dhaka,Apartment,1793,4,4,90000,1501-2000
"Furnished Apartment Of 1500 Square Feet Is Ready For Rent At Uttara, Sec 6",Uttara,Dhaka,Apartment,1500,3,4,40000,1001-1500
2800 SQ FT residential flat is set to get rented sited at Kalabagan,Kalabagan,Dhaka,Apartment,2800,4,4,120000,2501-3000
725 Sq Ft Flat Is Ready To Rent In Mirpur,Mirpur,Dhaka,Apartment,725,2,2,16000,501-1000
Built With Great Floor Plan This 3500 Sq Ft Flat Up For Rent At Banasree Is Ready For You To Move In,Banasree,Dhaka,Residence,3500,5,5,100000,3001-3500
"A Comfy 950 Sq Ft Flat For A Small Family Is Here For Rent In Satarkul, Badda",Badda,Dhaka,Apartment,950,3,2,17000,501-1000
An Apartment Is Up For Rent At Adabor Near Baitul Aman Housing Society Jame Mosque,Adabor,Dhaka,Apartment,850,2,2,15000,501-1000
1330 Square Feet Nice Apartment Is For Rent In South Monipur,Mirpur,Dhaka,Apartment,1330,3,2,19000,1001-1500
"Create Your New Home In A Nice Flat For Rent In Khulshi Hill R/a, Near Khulshi Jame Masjid",Khulshi,Chattogram,Apartment,3200,4,4,60000,3001-3500
"An Apartment Is Up For Rent Near Mohammadpur Krishi Market, In Mohammadpur",Mohammadpur,Dhaka,Apartment,800,2,2,15000,501-1000
Pursue This Great Apartment For Rent In Uttara Nearby Uttara Thana,Uttara,Dhaka,Apartment,1600,3,4,65000,1501-2000
"Flat Can Be Found In Bashundhara For Rent, Near Trust Bank Limited",Bashundhara R-A,Dhaka,Apartment,1500,3,3,35000,1001-1500
At Uttara 3-bedroom Nice Flat Up For Rent Near Southeast Bank Limited,Uttara,Dhaka,Apartment,1400,3,4,32000,1001-1500
This Flat Has 2 Bedrooms Is Up For Rent At Mousumi R/a Nearby Pubali Bank Limited,Double Mooring,Chattogram,Apartment,1050,2,2,9000,1001-1500
"Choose your destination, 600 SQ FT flat which is available for Rent in Mohammadpur near to Mohammadpur Shia Masjid",Mohammadpur,Dhaka,Apartment,600,2,1,12000,501-1000
Ready Flat 2200 Sq Ft Is Now For Rent In Nasirabad Nearby Beximco Pharma,Muradpur,Chattogram,Apartment,2200,3,4,38000,2001-2500
3000 Sq Ft Flat Is Now Available For Rent Nearby South Khulsi Jame Masjid In South Khulsi,Khulshi,Chattogram,Apartment,3000,3,4,60000,2501-3000
"A Nice Residential Flat Of 1100 Sq Ft, For Rent, Can Be Found In Sholokbahar Near Kapashgola Jamtola Jame Masjid",Sholokbahar,Chattogram,Apartment,1100,3,2,15000,1001-1500
"Reside Conveniently In This Well Constructed 2703 Sq Ft Duplex For Rent In Banani, Near Aarong Banani",Banani,Dhaka,Residence,2703,3,3,100000,2501-3000
Take This 1450 Sq Ft Residential Flat For Rent At Khulshi Area Adjoining To Holy Crescent Hospital.,Khulshi,Chattogram,Apartment,1450,3,3,35000,1001-1500
"Deal With This 1600 Sq Ft Ready Flat For Rent At Bayazid, Polytechnic",Bayazid,Chattogram,Apartment,1600,3,4,21000,1501-2000
"A Nicely Constructed Apartment Of 1600 Sq Ft Is Available Right Now For Rent In Polytechnic, Bayazid",Bayazid,Chattogram,Apartment,1600,3,4,22000,1501-2000
"Visit This 1250 Sq Ft Residence Is Vacant For Rent In Dhaka Uddan, Mohammadpur",Mohammadpur,Dhaka,Apartment,1250,2,2,18000,1001-1500
"A Relaxing 1700 Sq Ft Residential Property Is Up For Rent At Ring Road, Shyamoli",Shyamoli,Dhaka,Apartment,1700,3,4,28000,1501-2000
1200 Sq Ft Apartment For Rent In A Nice Area Of Dakshin Khan,Dakshin Khan,Dhaka,Apartment,1200,3,3,14000,1001-1500
1500 Sq Ft Flat Including Balconies Is Available For Rent In Bashundhara R/A,Bashundhara R-A,Dhaka,Apartment,1500,3,3,27000,1001-1500
Visit This 1500 Sq Ft Apartment For Rent In Uttara 14,Uttara,Dhaka,Apartment,1500,3,3,50000,1001-1500
"This Flat Of 1650 Sq Ft For Rent Is Ready To Set A Suitable Home Atmosphere For You In Dhanmondi, Central Road",Dhanmondi,Dhaka,Apartment,1650,3,3,30000,1501-2000
Properly Constructed Flat Of 2600 Sq Ft Is Vacant For Rent In Baridhara DOHS,Baridhara DOHS,Dhaka,Apartment,2600,4,4,90000,2501-3000
1050 Square Feet Residential Flat For Rent At Satarkul,Badda,Dhaka,Apartment,1050,3,3,17000,1001-1500
Well Developed 1365 Sq. Ft. Flat Is Up For Rent In Katalganj R/a,16 No. Chawk Bazaar Ward,Chattogram,Apartment,1365,3,3,25000,1001-1500
An Apartment At Chattogram Near National Hospital Pvt. Ltd. Is Open For Rent.,15 No. Bagmoniram Ward,Chattogram,Apartment,1900,4,5,50000,1501-2000
"We Are Offering You A Spacious 2090 Sq Ft Flat For Rent In Nasirabad Housing Society, Muradpur",Muradpur,Chattogram,Apartment,2090,3,4,65000,2001-2500
To Settle Comfortably You Can Take This 1650 Sq Ft Home For Rent In Chandrima Model Town,Mohammadpur,Dhaka,Apartment,1650,3,3,16500,1501-2000
Pick This 5400 Sq Ft Apartment For Rent In Gulshan 2,Gulshan,Dhaka,Apartment,5400,5,5,500000,
Reside In This Amazing 5400 Sq Ft Ready Flat For Rent In Gulshan 2,Gulshan,Dhaka,Apartment,5400,5,5,500000,
"With An Availability Of Essential Civic Needs, This 2000 Sq. ft Apartment At Gulshan 1 Is Promising You A Refined Form Of Lifestyle.",Gulshan,Dhaka,Apartment,2000,3,3,110000,1501-2000
This Flat Of 1875 Sq Ft For Rent Is Available In Uttara Sector 10,Uttara,Dhaka,Apartment,1875,3,4,70000,1501-2000
We Are Delighted To Present This Cozy Apartment To You For Rent In Ahmed Nagar,Mirpur,Dhaka,Apartment,800,2,2,12500,501-1000
1600 Sq. Ft Luxurious Apartment Is Ready To Rent At North Khulshi Area Close To Khulshi Jame Masjid.,Khulshi,Chattogram,Apartment,1600,3,3,60000,1501-2000
"1265 Sq Ft Residence Available For Rent In Nobodoy Housing Society, Mohammadpur",Mohammadpur,Dhaka,Apartment,1265,3,3,18000,1001-1500
A Nice And Comfortable 1340 Sq Ft Flat Is Up For Rent In Mirpur Mazar Road.,Mirpur,Dhaka,Apartment,1340,3,3,18000,1001-1500
An Attractive Apartment Is Available For Rent Covering An Area Of 3000 Sq Ft In Gulshan 2.,Gulshan,Dhaka,Apartment,3000,4,4,229999,2501-3000
"An Apartment Is Ready For Rent At Middle Paikpara, Near Shah Shaheb Nagar Jame Masjid.",Mirpur,Dhaka,Apartment,1200,3,2,16000,1001-1500
2250 Square Feet Amazing Apartment For Rent In Gulshan 1,Gulshan,Dhaka,Apartment,2250,3,3,110000,2001-2500
If You Are Looking For A New Address For Your Home Then You Should See This 800 Sq. ft. Space Up For Rent In Chatogram Near To Asian University For Women.,15 No. Bagmoniram Ward,Chattogram,Apartment,800,2,2,26000,501-1000
1770 Square Feet Apartment Is For Rent In The Very Nice Location Of Eskaton,Eskaton,Dhaka,Apartment,1770,3,3,35000,1501-2000
"1410 Sq Ft Nicely Planned Apartment Is Available For Rent In Shyamoli Housing, Mohammadpur",Mohammadpur,Dhaka,Apartment,1410,3,3,22000,1001-1500
"This 1495 Sq Ft Flat Is Up For Rent Within Your Affordability, Is Located At Block F, Banasree",Banasree,Dhaka,Apartment,1495,4,3,32000,1001-1500
"We Are Offering A Reasonably Priced Flat For Rent Which Is Featuring 1495 Sq Ft Space In Block F, Banasree",Banasree,Dhaka,Apartment,1495,4,3,32000,1001-1500
"This Wonderful Flat Is Set For Rent Which Is 1600 Sq Ft, Situated In Lalmatia",Lalmatia,Dhaka,Apartment,1600,3,3,45000,1501-2000
1750 Square Feet Apartment With Great Rooms Is For Rent In Shyamoli,Shyamoli,Dhaka,Apartment,1750,3,3,27000,1501-2000
1100 Sq Ft Flat For Rent In 12 No. Sarai Para Ward,Double Mooring,Chattogram,Apartment,1100,3,2,14000,1001-1500
